市場,証券コード,銘柄名,業種,株価,配当利回り(%),売上高スコア,営業利益率スコア,EPSスコア,営業CFスコア,一株配当スコア,配当性向スコア,自己資本比率スコア,現金等スコア,総合スコア
東証STD,4645,(株)市進ホールディングス,サービス業,420,2.38,3,-2,-3,-9,3,11,-10,9,2
東証PRM,6140,旭ダイヤモンド工業(株),機械,1330,2.26,-3,-6,-14,-8,1,4,25,3,2
東証PRM,2730,(株)エディオン,小売業,2121,2.22,15,-42,-3,9,19,5,8,-9,2
東証STD,6757,(株)ＯＳＧコーポレーション,電気機器,849,4.71,6,-4,-5,-16,10,-7,5,12,1
東証STD,4367,広栄化学(株),化学,2124,3.77,15,-34,-3,-2,9,1,18,-3,1
東証PRM,8750,(株)第一ライフグループ,保険業,1438.5,3.61,3,0,3,-24,21,-7,-10,15,1
東証PRM,2613,(株)Ｊ－オイルミルズ,食料品,1946,3.6,-3,-30,15,-7,9,13,13,-9,1
東証STD,7809,(株)壽屋,その他製品,1325,3.4,-3,-8,-9,3,7,9,-1,3,1
東証PRM,1762,(株)高松コンストラクショングループ,建設業,3510,2.56,21,-42,9,-18,19,5,10,-3,1
東証PRM,8360,(株)山梨中央銀行,銀行業,5370,2.2,-3,0,3,-22,5,19,-10,9,1
東証STD,4235,ウルトラファブリックス・ホールディングス(株),化学,664,5.27,3,-6,-9,15,-6,1,-1,3,0
東証STD,6257,(株)藤商事,機械,958,5.22,-3,-2,-24,-11,7,2,28,3,0
東証STD,3467,アグレ都市デザイン(株),不動産業,2244,4.9,21,-2,-3,-38,3,20,-10,9,0
東証PRM,5208,(株)有沢製作所,化学,2292,4.28,3,-6,-9,-3,-5,-3,20,3,0
東証GRT,7371,Ｚｅｎｋｅｎ(株),サービス業,676,3.85,-3,0,-8,-5,-4,-3,20,3,0
東証PRM,4502,武田薬品工業(株),医薬品,5213,3.84,15,-2,-3,9,11,-21,6,-15,0
東証PRM,8173,(株)Ｊｏｓｈｉｎ,小売業,2921,3.42,-3,-38,-3,3,15,3,8,15,0
東証STD,8085,ナラサキ産業(株),卸売業,4345,2.99,9,-46,9,-3,21,9,-8,9,0
東証PRM,7381,(株)ＣＣＩグループ,銀行業,1014,2.96,3,0,-3,-2,9,-6,-4,3,0
東証STD,4920,(株)日本色材工業研究所,化学,1151,2.61,21,-38,-2,3,3,8,-10,15,0
東証GRT,9257,ＹＣＰホールディングス（グローバル）,サービス業,750,2.55,0,0,0,0,0,0,0,0,0
東証PRM,2282,日本ハム(株),食料品,6568,2.44,3,-38,3,-3,13,3,10,9,0
東証PRM,7731,(株)ニコン,精密機器,1880.5,2.13,-9,-6,-3,-3,7,1,10,3,0
東証STD,8045,横浜丸魚(株),卸売業,1610,2.11,-9,-38,9,-13,15,7,20,9,0
東証PRM,1898,世紀東急工業(株),建設業,1492,5.03,3,2,3,-14,9,-5,4,-3,-1
東証STD,5015,ビーピー・カストロール(株),石油・石炭製品,995,5.03,3,6,3,-3,-1,-27,21,-3,-1
東証STD,4635,東京インキ(株),化学,1300,4.85,3,-38,3,-8,11,9,10,9,-1
東証STD,6882,(株)三社電機製作所,電気機器,1099,3.64,3,-2,-2,-8,3,-6,20,-9,-1
名証,391A,(株)山忠,,2465,3.57,-3,0,9,-6,7,0,-5,-3,-1
東証PRM,3475,(株)グッドコムアセット,不動産業,1363,3.37,9,-6,-3,-34,21,5,-2,9,-1
東証PRM,9509,北海道電力(株),電気・ガス業,998.3,3.31,-3,2,-2,-8,7,4,-10,9,-1
東証PRM,3036,アルコニックス(株),卸売業,2610,3.22,9,-2,-9,-2,19,3,-10,-9,-1
東証STD,9872,北恵(株),卸売業,882,3.17,-3,-42,9,-18,7,27,10,9,-1
東証PRM,8359,(株)八十二長野銀行,銀行業,2201.5,2.73,9,0,-9,-12,7,5,-10,9,-1
東証STD,3054,(株)ハイパー,卸売業,261,2.68,9,-30,4,-8,7,8,0,9,-1
東証PRM,7844,(株)マーベラス,情報・通信,453,2.65,-9,-6,-14,-8,5,7,21,3,-1
東証PRM,8012,長瀬産業(株),卸売業,1118,2.42,3,-42,-3,-8,21,9,10,9,-1
東証GRT,3550,(株)スタジオアタオ,小売業,223,2.24,9,-34,5,-7,3,-6,20,9,-1
東証PRM,7167,(株)めぶきフィナンシャルグループ,銀行業,1313.5,2.13,9,0,3,-18,9,3,-10,3,-1
東証PRM,9202,ＡＮＡホールディングス(株),空運業,2838,2.11,9,2,-2,-19,10,8,-6,-3,-1
東証STD,2408,(株)ＫＧ情報,サービス業,743,4.98,-9,24,-18,-23,7,-2,28,-9,-2
東証STD,7213,レシップホールディングス(株),輸送用機器,490,4.9,15,2,-12,-13,13,-2,-8,3,-2
東証PRM,7128,ユニソルホールディングス(株),卸売業,2155,4.69,0,-4,3,4,-3,-10,5,3,-2
東証STD,2373,(株)ケア２１,サービス業,413,4.12,21,-38,4,9,7,2,-10,3,-2
東証PRM,8051,(株)山善,卸売業,1568,3.32,3,-46,3,3,13,7,0,15,-2
東証PRM,7211,三菱自動車(株),輸送用機器,306.7,3.26,3,-6,-13,-7,6,4,2,9,-2
東証STD,5571,エキサイトホールディングス(株),情報・通信,1095,2.88,9,2,-16,-5,-3,-2,-2,15,-2
東証PRM,5019,出光興産(株),石油・石炭製品,1340.5,2.69,9,-2,-19,-7,13,5,-10,9,-2
東証STD,3035,ケイティケイ(株),卸売業,768,2.6,3,-30,3,-13,13,13,0,9,-2
東証PRM,8016,(株)オンワードホールディングス,繊維製品,746,4.42,3,2,-2,-8,11,0,6,-15,-3
東証PRM,1833,(株)奥村組,建設業,6110,4.32,9,-2,-3,-12,3,1,10,-9,-3
東証STD,7702,(株)ＪＭＳ,精密機器,425,4,15,-42,-2,3,5,5,10,3,-3
東証STD,7896,セブン工業(株),その他製品,505,3.96,15,-38,-2,-14,15,6,12,3,-3
東証PRM,9405,朝日放送グループホールディングス(株),情報・通信,820,3.66,15,-46,-8,-8,-3,20,12,15,-3
東証STD,7057,(株)エヌ・シー・エヌ,サービス業,915,3.39,15,-40,9,1,13,5,-9,3,-3
東証PRM,5857,ＡＲＥホールディングス(株),非鉄金属,4075,3.31,9,2,-8,-18,9,6,0,-3,-3
東証STD,8887,(株)シーラホールディングス,不動産業,375,3.2,3,-6,-8,-18,3,2,18,3,-3
東証PRM,1333,Ｕｍｉｏｓ(株),水産・農林業,1311.5,3.1,9,-42,15,-14,11,13,-10,15,-3
東証PRM,7184,(株)富山第一銀行,銀行業,2570,3.04,9,0,-3,-34,13,13,-10,9,-3
東証GRT,339A,プログレス・テクノロジーズ　グループ(株),サービス業,1043,2.88,9,-4,-8,0,0,0,-3,3,-3
名証,9040,大宝運輸(株),,4170,2.4,3,-46,-9,-3,7,11,19,15,-3
東証STD,7883,サンメッセ(株),その他製品,365,2.19,-3,-38,9,3,7,11,11,-3,-3
東証STD,7971,東リ(株),化学,632,5.38,3,-38,3,-3,17,13,10,-9,-4
東証PRM,2429,(株)ワールドホールディングス,サービス業,2571,5.3,15,-46,9,-11,9,15,-10,15,-4
東証STD,3423,(株)エスイー,金属製品,270,4.81,9,-2,3,-13,3,1,-2,-3,-4
東証PRM,7433,伯東(株),卸売業,4205,4.76,15,-2,-9,-23,9,-5,14,-3,-4
東証STD,3611,(株)マツオカコーポレーション,繊維製品,2068,4.35,3,-46,3,-8,11,6,6,21,-4
東証PRM,8101,(株)ＧＳＩクレオス,卸売業,2408,4.24,3,-38,9,-1,21,7,-8,3,-4
東証PRM,6523,ＰＨＣホールディングス(株),電気機器,1007,4.17,12,0,-14,12,-3,0,-8,-3,-4
東証PRM,3405,(株)クラレ,化学,1646.5,3.89,3,-6,-14,-9,9,4,12,-3,-4
東証STD,3166,ＯＣＨＩホールディングス(株),卸売業,1401,3.85,9,-46,-3,-3,19,9,-10,21,-4
東証STD,6867,リーダー電子(株),電気機器,406,3.69,9,-38,-6,-12,14,3,23,3,-4
東証STD,7878,(株)光・彩,その他製品,893,3.36,12,-32,-4,-15,6,9,14,6,-4
東証STD,7509,アイエーグループ(株),小売業,4710,3.18,-3,6,-8,-9,3,14,8,-15,-4
東証PRM,7337,(株)ひろぎんホールディングス,銀行業,1857.5,3.12,9,0,3,-16,9,2,-5,-6,-4
東証PRM,5831,(株)しずおかフィナンシャルグループ,銀行業,2762,2.9,0,0,6,-10,6,3,-3,-6,-4
東証PRM,3101,東洋紡(株),化学,1514,2.64,15,2,-13,-9,9,3,-8,-3,-4
東証PRM,6395,(株)タダノ,機械,1358,2.5,6,-8,-6,-27,12,19,12,-12,-4
東証STD,2469,ヒビノ(株),サービス業,3445,2.32,9,-2,-9,-13,9,15,-10,-3,-4
東証STD,2376,(株)サイネックス,サービス業,650,2.31,9,-42,3,-13,11,11,14,3,-4
東証STD,2411,ゲンダイエージェンシー(株),情報・通信,467,5.35,-9,2,-3,-2,9,-19,20,-3,-5
東証STD,7480,スズデン(株),卸売業,1980,5.3,-3,-6,3,4,-3,-25,16,9,-5
東証PRM,4544,Ｈ．Ｕ．グループホールディングス(株),サービス業,3122,4,-9,-6,-18,3,11,-8,13,9,-5
東証PRM,8043,スターゼン(株),卸売業,1118,3.85,15,-42,9,-8,13,7,4,-3,-5
東証PRM,7613,シークス(株),卸売業,1313,3.81,-3,-46,-9,4,21,3,4,21,-5
東証PRM,8137,サンワテクノス(株),卸売業,3255,3.69,-3,-42,-9,-12,17,11,6,27,-5
東証PRM,5702,(株)大紀アルミニウム工業所,非鉄金属,1613,3.41,3,2,3,-34,13,3,2,3,-5
東証STD,7314,(株)小田原機器,輸送用機器,1181,3.39,3,-2,-18,-23,11,12,15,-3,-5
東証STD,2735,(株)ワッツ,小売業,595,3.36,21,-42,-3,-8,9,5,10,3,-5
東証STD,9731,(株)白洋舍,サービス業,3395,2.95,9,-2,-13,-1,5,4,-10,3,-5
東証PRM,7182,(株)ゆうちょ銀行,銀行業,2724.5,2.57,-3,0,3,-18,13,-5,-10,15,-5
東証PRM,8079,正栄食品工業(株),卸売業,3980,2.26,9,-38,3,-14,17,5,10,3,-5
東証PRM,6445,(株)ジャノメ,機械,1104,4.98,-15,-2,-8,-3,6,0,13,3,-6
東証PRM,7239,(株)タチエス,輸送用機器,2090,4.97,3,-38,-7,-19,21,15,10,9,-6
東証STD,5210,日本山村硝子(株),ガラス・土石製品,3080,4.87,3,-6,-12,3,7,-2,10,-9,-6
東証PRM,6413,理想科学工業(株),機械,1064,4.7,-3,-6,-3,-3,1,-21,20,9,-6
東証PRM,4249,森六(株),化学,2472,4.65,9,-42,-14,3,17,2,10,9,-6
東証PRM,9101,日本郵船(株),海運業,5571,4.04,-3,-2,-7,9,3,2,1,-9,-6
東証STD,8119,(株)三栄コーポレーション,卸売業,795,3.9,-3,6,-13,-13,7,-3,10,3,-6
東証STD,8789,フィンテック　グローバル(株),その他金融業,129,3.88,3,6,-10,-21,3,4,0,9,-6
東証PRM,8370,(株)紀陽銀行,銀行業,4200,3.26,9,0,3,-17,11,7,-10,-9,-6
東証PRM,2296,伊藤ハム米久ホールディングス(株),食料品,4915,3.15,18,-48,-12,0,12,10,14,0,-6
東証STD,5990,(株)スーパーツール,金属製品,1998,3,-9,-2,-20,-23,7,22,22,-3,-6
名証,6846,(株)中央製作所,,1341,2.98,3,-38,4,-11,1,10,10,15,-6
東証STD,4242,(株)タカギセイコー,化学,1867,2.68,3,-2,-7,-3,13,3,-10,-3,-6
東証PRM,8714,(株)池田泉州ホールディングス,銀行業,914,2.63,-3,0,-9,-11,9,3,-10,15,-6
東証PRM,8058,三菱商事(株),卸売業,5249,2.38,-3,-42,4,9,21,10,-8,3,-6
東証PRM,8388,(株)阿波銀行,銀行業,6160,2.11,-3,0,-3,-17,9,15,-10,3,-6
東証STD,6155,高松機械工業(株),機械,486,2.06,-9,-2,-19,-14,11,11,19,-3,-6
東証STD,365A,伊澤タオル(株),繊維製品,726,5.79,3,-2,-2,-3,-3,0,0,0,-7
東証PRM,5541,大平洋金属(株),鉄鋼,2649,4.53,-9,2,-27,-10,-3,1,30,9,-7
東証PRM,6817,スミダコーポレーション(株),電気機器,1277,4.15,3,-10,-9,9,1,6,-10,3,-7
東証PRM,8093,極東貿易(株),卸売業,1945,3.8,9,-34,3,-18,15,-7,10,15,-7
東証PRM,2004,昭和産業(株),食料品,3010,3.32,-3,-38,3,-14,17,15,10,3,-7
東証STD,6989,北陸電気工業(株),電気機器,2801,3.21,3,2,-9,-18,9,3,-6,9,-7
東証STD,5609,日本鋳造(株),鉄鋼,910,2.75,3,-6,-14,-2,-1,0,10,3,-7
東証PRM,6471,日本精工(株),機械,1334.5,2.55,-3,-2,-3,-3,11,-8,10,-9,-7
東証PRM,8395,(株)佐賀銀行,銀行業,5080,2.17,3,0,3,-28,11,17,-10,-3,-7
東証PRM,7593,ＶＴホールディングス(株),小売業,482,4.98,15,-50,-9,15,11,11,-10,9,-8
東証STD,1966,(株)高田工業所,建設業,1837,3.81,9,6,9,-18,-20,1,-4,9,-8
東証PRM,8425,みずほリース(株),その他金融業,1401,3.57,3,6,15,-53,21,13,-10,-3,-8
東証STD,6778,(株)アルチザネットワークス,電気機器,641,3.12,-3,-2,-18,-13,2,0,23,3,-8
東証PRM,8344,(株)山形銀行,銀行業,2515,3.1,3,0,-9,-15,5,15,-10,3,-8
東証STD,8225,(株)タカチホ,卸売業,3450,2.9,3,-2,-8,-13,6,7,-4,3,-8
東証STD,3377,(株)バイク王＆カンパニー,卸売業,398,2.76,15,-30,-1,-6,7,1,15,-9,-8
東証GRT,5870,(株)ナルネットコミュニケーションズ,サービス業,1006,2.68,9,-2,-8,-3,1,0,-5,0,-8
名証,7870,福島印刷(株),,387,2.58,3,-42,-3,9,5,-3,20,3,-8
東証STD,8944,(株)ランドビジネス,不動産業,234,2.56,3,-6,-7,-13,7,21,-10,-3,-8
東証PRM,8065,佐藤商事(株),卸売業,3125,2.43,3,-42,9,-13,19,15,-8,9,-8
東証STD,2668,タビオ(株),卸売業,1259,2.38,9,-38,3,-2,7,-5,15,3,-8
東証STD,287A,黒田グループ(株),卸売業,958,6.37,-3,0,-8,0,0,-3,-4,9,-9
東証PRM,2060,フィード・ワン(株),食料品,1092,4.17,3,-38,3,-14,15,7,0,15,-9
東証PRM,5406,(株)神戸製鋼所,鉄鋼,1937,4.13,9,-6,-12,-3,4,10,-8,-3,-9
東証STD,2790,(株)ナフコ,小売業,2173,2.67,-15,-10,-3,-14,11,1,18,3,-9
東証PRM,5020,ＥＮＥＯＳホールディングス(株),石油・石炭製品,1289.5,2.64,-3,2,-13,-8,15,-1,-10,9,-9
札証,2172,(株)インサイト,,393,2.29,3,-2,-3,-24,1,-5,12,9,-9
東証PRM,5408,(株)中山製鋼所,鉄鋼,592,2.2,-3,-6,-9,-8,4,3,19,-9,-9
東証GRT,2937,(株)サンクゼール,食料品,1672,2.09,15,-6,-8,-6,3,-3,-1,-3,-9
東証STD,9265,ヤマシタヘルスケアホールディングス(株),卸売業,3430,2.04,15,-38,3,-8,9,9,-8,9,-9
東証PRM,7236,(株)ティラド,輸送用機器,14500,5.52,15,-38,-2,-3,9,2,10,-3,-10
東証PRM,6089,(株)ウィルグループ,サービス業,1109,3.97,15,-42,3,-3,15,9,-10,3,-10
東証PRM,5201,ＡＧＣ(株),ガラス・土石製品,5580,3.76,-3,-6,-7,-3,13,1,10,-15,-10
東証STD,7619,田中商事(株),卸売業,837,3.7,3,-46,3,-3,7,7,10,9,-10
東証STD,7827,(株)オービス,その他製品,1715,3.62,3,-2,-9,-13,9,9,-4,-3,-10
東証PRM,6584,三桜工業(株),輸送用機器,791,3.54,15,-6,-12,-9,9,-6,-4,3,-10
東証PRM,1860,戸田建設(株),建設業,1442.5,3.12,9,-34,9,-23,19,5,2,3,-10
東証PRM,6958,日本ＣＭＫ(株),電気機器,656,3.05,15,-38,-13,3,6,4,10,3,-10
東証STD,7813,(株)プラッツ,その他製品,838,2.86,15,-34,-2,-19,7,4,10,9,-10
東証STD,6059,(株)ウチヤマホールディングス,サービス業,353,2.83,21,-42,-1,-7,5,-3,8,9,-10
東証PRM,7130,ヤマエグループホールディングス(株),卸売業,3070,2.61,9,-42,3,9,9,0,-4,6,-10
東証STD,3202,ダイトウボウ(株),繊維製品,126,2.38,3,-2,3,-8,6,1,-10,-3,-10
東証STD,7115,(株)アルファパーチェス,卸売業,1623,2.28,6,-42,12,-3,13,6,-8,6,-10
東証STD,8138,三京化成(株),卸売業,4390,2.28,15,-38,9,-17,5,7,12,-3,-10
札証,3055,(株)ほくやく・竹山ホールディングス,,910,2.2,15,-42,-9,-13,7,17,6,9,-10
東証STD,3417,大木ヘルスケアホールディングス(株),卸売業,1341,2.09,21,-34,15,-29,21,9,-10,-3,-10
東証PRM,7414,小野建(株),卸売業,1424,4.85,3,-6,-9,-24,1,17,10,-3,-11
東証STD,7722,国際計測器(株),精密機器,830,4.22,3,-2,-13,-19,7,-3,13,3,-11
東証STD,6316,(株)丸山製作所,機械,2428,3.09,3,-38,3,-2,13,3,10,-3,-11
東証PRM,6794,フォスター電機(株),電気機器,2961,2.7,3,-38,-1,-8,9,7,14,3,-11
東証STD,2286,林兼産業(株),食料品,921,4.67,9,-38,15,-14,10,11,-8,3,-12
東証PRM,6473,(株)ジェイテクト,機械,1924.5,3.64,3,-42,-8,3,13,6,10,3,-12
東証STD,6138,ダイジェット工業(株),機械,1163,3.44,3,-42,-8,9,3,10,10,3,-12
東証PRM,8133,伊藤忠エネクス(株),卸売業,2021,3.36,-3,-38,21,-3,21,3,-10,-3,-12
東証PRM,7242,カヤバ(株),輸送用機器,4560,3.29,3,-6,-18,-2,-8,8,2,9,-12
東証STD,8144,(株)デンキョーグループホールディングス,卸売業,1338,2.99,9,-42,-9,-7,-5,7,20,15,-12
東証PRM,3662,(株)エイチームホールディングス,情報・通信,998,2.81,-5,-34,-1,-2,9,1,17,3,-12
東証PRM,1332,(株)ニッスイ,水産・農林業,1204,2.66,9,-38,9,-15,19,13,-6,-3,-12
東証PRM,2384,ＳＢＳホールディングス(株),陸運業,4510,2.33,15,-46,-3,9,15,5,-10,3,-12
東証STD,5283,(株)高見澤,卸売業,3275,2.14,15,-38,-3,-3,9,9,-10,9,-12
東証GRT,6561,(株)ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,サービス業,785,5.35,3,-2,-18,0,5,8,-6,-3,-13
東証STD,1822,大豊建設(株),建設業,760,4.47,3,-2,-2,-12,7,-4,6,-9,-13
東証STD,9248,人・夢・技術グループ(株),サービス業,1550,3.87,9,-2,-8,-13,3,-3,4,-3,-13
東証PRM,9506,東北電力(株),電気・ガス業,1055.5,3.79,3,-6,-19,-14,11,13,-10,9,-13
東証PRM,5981,東京製綱(株),金属製品,1781,3.65,-9,-6,-8,-3,12,10,-6,-3,-13
東証PRM,8399,(株)琉球銀行,銀行業,2466,3.57,15,0,-3,-38,9,17,-10,-3,-13
東証STD,4245,(株)ダイキアクシス,化学,700,3.43,9,-34,3,-2,9,3,-10,9,-13
東証STD,6546,フルテック(株),サービス業,1145,2.97,3,-42,-3,-2,13,3,12,3,-13
東証STD,8995,(株)誠建設工業,不動産業,924,2.71,-3,-6,-3,-39,7,9,19,3,-13
東証GRT,9326,関通ホールディングス(株),倉庫・運輸関連業,415,2.41,21,-6,-7,-19,3,-1,-10,6,-13
東証STD,9385,(株)ショーエイコーポレーション,化学,686,5.1,9,-42,-2,-1,13,6,-6,9,-14
東証STD,5199,不二ラテックス(株),ゴム製品,1951,4.1,-3,-6,-13,3,5,7,-10,3,-14
東証PRM,1301,(株)極洋,水産・農林業,4485,3.34,15,-34,9,-23,15,11,-10,3,-14
東証STD,4838,スペースシャワーＳＫＩＹＡＫＩホールディングス(株),情報・通信,722,3.32,15,-38,-15,3,9,-7,10,9,-14
東証PRM,3678,(株)メディアドゥ,情報・通信,1265,3.16,9,-46,-13,9,13,7,-8,15,-14
東証STD,7287,日本精機(株),輸送用機器,2550,3.14,15,-38,5,-19,11,-3,12,3,-14
東証STD,4350,(株)メディカルシステムネットワーク,小売業,505,2.38,21,-42,-14,3,9,10,-10,9,-14
東証STD,2722,(株)ＩＫホールディングス,小売業,384,2.34,3,-30,5,-13,13,11,-6,3,-14
東証STD,5742,エヌアイシ・オートテック(株),非鉄金属,749,5.47,-3,-42,-13,10,11,1,12,9,-15
東証PRM,5989,(株)エイチワン,金属製品,1316,4.86,-3,-2,-18,-9,11,5,-8,9,-15
東証STD,8230,(株)はせがわ,小売業,318,4.72,-9,-2,-8,-19,7,10,15,-9,-15
東証STD,407A,(株)ＵＮＩＣＯＮホールディングス,建設業,958,4.7,0,0,-7,-5,-3,-3,6,-3,-15
東証PRM,6047,(株)Ｇｕｎｏｓｙ,サービス業,516,4.26,-3,-2,-13,-22,0,0,28,-3,-15
名証,8071,東海エレクトロニクス(株),,2850,4,-3,-42,-3,-23,15,13,13,15,-15
東証STD,3241,(株)ウィル,不動産業,591,3.98,21,-6,-3,-38,11,15,-6,-9,-15
東証STD,2892,日本食品化工(株),食料品,3940,3.81,-9,-6,-9,-8,1,9,10,-3,-15
東証PRM,4666,パーク２４(株),不動産業,1813.5,3.58,15,-6,-8,-3,8,-10,-8,-3,-15
東証STD,1994,高橋カーテンウォール工業(株),建設業,561,3.57,-9,-2,-3,-18,5,-7,22,-3,-15
東証PRM,9831,(株)ヤマダホールディングス,小売業,542,3.14,3,-42,-3,4,3,7,10,3,-15
名証,6111,旭精機工業(株),,2148,2.79,9,-46,-3,-2,5,11,20,-9,-15
東証STD,4629,大伸化学(株),化学,1925,2.08,3,-42,-3,-13,9,11,17,3,-15
東証GRT,9165,(株)クオルテック,サービス業,1800,2.06,0,-2,-17,0,-2,0,9,-3,-15
東証STD,5962,浅香工業(株),その他製品,1894,4.75,-3,-38,-3,4,3,1,11,9,-16
東証STD,9268,(株)オプティマスグループ,卸売業,460,3.91,3,-6,-8,-34,9,13,-2,9,-16
東証PRM,8304,(株)あおぞら銀行,銀行業,2600.5,3.38,15,0,-14,-24,3,11,-10,3,-16
東証STD,1904,大成温調(株),建設業,5250,3.31,9,-34,9,-12,17,-9,13,-9,-16
東証STD,6551,(株)ツナググループ・ホールディングス,サービス業,646,3.1,21,-42,-8,-2,10,2,-6,9,-16
東証PRM,8566,リコーリース(株),その他金融業,5960,3.1,15,-2,9,-49,21,15,-10,-15,-16
東証PRM,8253,(株)クレディセゾン,その他金融業,4310,3.02,21,-2,-3,-59,15,7,-10,15,-16
東証STD,6336,(株)石井表記,機械,1258,2.86,-6,-4,-12,6,-2,2,0,0,-16
東証PRM,8194,(株)ライフコーポレーション,小売業,2520,2.78,15,-46,9,-7,13,5,-2,-3,-16
東証PRM,8276,(株)平和堂,小売業,2606,2.53,6,-48,-6,0,6,8,12,6,-16
東証STD,7850,総合商研(株),その他製品,838,2.39,9,-38,-7,9,9,9,-10,3,-16
東証GRT,5834,ＳＢＩリーシングサービス(株),証券業,2505,4.59,9,-2,-7,-15,6,0,-5,-3,-17
東証STD,4918,(株)アイビー化粧品,化学,331,4.53,-3,2,-18,-7,0,-2,2,9,-17
東証STD,6189,(株)グローバルキッズＣＯＭＰＡＮＹ,サービス業,995,4.02,21,-42,-13,3,9,-6,8,3,-17
東証PRM,1887,日本国土開発(株),建設業,595,3.87,-3,-2,-2,-18,5,4,8,-9,-17
東証STD,7939,(株)研創,その他製品,569,3.87,3,-6,-9,-24,9,5,2,3,-17
東証STD,3246,(株)コーセーアールイー,不動産業,649,3.7,-6,0,0,-31,2,10,8,0,-17
東証PRM,6298,ワイエイシイホールディングス(株),機械,1219,3.28,3,2,-8,-23,9,5,-2,-3,-17
東証PRM,7259,(株)アイシン,輸送用機器,2291,3.27,9,-38,3,3,9,2,-2,-3,-17
東証GRT,3680,(株)ホットリンク,情報・通信,229,2.71,3,-2,-29,-8,0,1,15,3,-17
東証PRM,1893,五洋建設(株),建設業,1830,2.4,21,-34,9,-24,17,1,-10,3,-17
東証STD,2911,旭松食品(株),食料品,2245,2,-9,-34,4,-9,9,10,21,-9,-17
東証STD,1810,松井建設(株),建設業,1514,4.95,21,-50,-3,-23,19,3,12,3,-18
東証STD,7879,(株)ノダ,その他製品,672,4.46,-9,-10,-13,-9,-1,9,6,9,-18
東証STD,9445,(株)フォーバルテレコム,情報・通信,548,4.2,15,-42,-2,5,13,12,-10,-9,-18
東証PRM,4968,荒川化学工業(株),化学,1283,3.9,-9,-42,-7,4,15,7,11,3,-18
東証PRM,9536,西部ガスホールディングス(株),電気・ガス業,2222,3.15,3,-46,3,3,9,5,-10,15,-18
東証STD,3392,デリカフーズホールディングス(株),卸売業,860,2.91,21,-42,-8,9,9,12,-10,-9,-18
東証STD,2700,木徳神糧(株),卸売業,1754,2.85,15,-38,3,-23,13,5,-8,15,-18
東証STD,7042,(株)アクセスグループ・ホールディングス,サービス業,621,2.74,3,-2,-2,-28,13,1,-6,3,-18
東証PRM,3199,綿半ホールディングス(株),小売業,1405,2.14,15,-38,9,-23,21,5,-10,3,-18
東証STD,6658,シライ電子工業(株),電気機器,689,5.08,3,-6,-13,3,12,-1,-8,-9,-19
東証STD,5603,虹技(株),鉄鋼,1342,3.73,9,-38,9,-24,9,7,-6,15,-19
東証PRM,7955,クリナップ(株),その他製品,901,3.44,3,-42,-8,-3,11,-3,20,3,-19
東証STD,8542,(株)トマト銀行,銀行業,1568,3.19,3,0,3,-22,-5,3,-10,9,-19
東証GRT,3261,(株)グランディーズ,不動産業,453,3.31,3,-6,-2,-38,11,2,13,-3,-20
東証STD,5909,(株)コロナ,金属製品,937,2.99,9,-42,-3,-7,7,-7,20,3,-20
東証STD,1514,住石ホールディングス(株),鉱業,741,2.7,-3,-6,3,-18,-31,6,26,3,-20
東証STD,3577,東海染工(株),繊維製品,966,2.59,-3,-46,-13,3,5,9,10,15,-20
東証PRM,9064,ヤマトホールディングス(株),陸運業,1800,2.56,15,-50,-3,-3,7,1,10,3,-20
東証PRM,5535,ミガロホールディングス(株),不動産業,334,2.54,3,0,-3,-13,-3,1,-2,-3,-20
東証PRM,8367,(株)南都銀行,銀行業,1619,2.53,9,0,-3,-39,13,7,-10,3,-20
東証STD,4334,(株)ユークス,情報・通信,400,2.5,-6,-4,-21,-14,2,5,12,6,-20
福証,5953,昭和鉄工(株),,6310,2.38,3,2,-8,-2,3,-3,-6,-9,-20
東証STD,7800,(株)アミファ,その他製品,1197,2.17,15,-44,-8,-15,7,11,17,-3,-20
東証PRM,1852,(株)淺沼組,建設業,929,4.84,9,-34,9,-18,15,-3,-2,3,-21
東証PRM,4410,ハリマ化成グループ(株),化学,913,4.6,3,-42,-2,-2,17,2,6,-3,-21
東証PRM,7231,トピー工業(株),輸送用機器,2962,4.39,-3,-42,-2,-2,11,2,6,9,-21
東証PRM,9788,(株)ナック,サービス業,516,4.26,3,10,-8,-13,3,-12,5,-9,-21
東証STD,3434,(株)アルファ,金属製品,1211,4.13,9,-46,-12,-3,13,-1,10,9,-21
東証STD,6147,(株)ヤマザキ,機械,269,3.72,9,-34,-6,-7,7,-1,2,9,-21
東証STD,7266,(株)今仙電機製作所,輸送用機器,851,3.17,1,-38,-12,4,5,2,14,3,-21
東証STD,8383,(株)鳥取銀行,銀行業,1630,3.07,-3,0,-3,-34,3,17,-10,9,-21
東証STD,8077,トルク(株),卸売業,207,2.9,9,-34,4,-18,7,12,2,-3,-21
名証,1892,徳倉建設(株),,7200,2.78,9,-38,3,-18,13,11,-10,9,-21
東証STD,2139,(株)中広,サービス業,511,2.35,3,-46,-8,-6,14,9,4,9,-21
東証STD,9733,(株)ナガセ,サービス業,2280,5.26,3,-6,-3,-9,9,3,-10,-9,-22
東証PRM,5949,ユニプレス(株),輸送用機器,1333,4.5,-3,-34,-12,-3,17,6,10,-3,-22
