証券コード,年度,売上高,営業利益,営業利益率(%),EPS,営業CF,現金等,一株配当,配当性向(%),自己資本比率(%)
2330,2016/12,935987000,24083000,2.57,1.37,107994000,334886000,-,-,73.7
2331,2016/03,381818000000,29036000000,7.60,35.55,19678000000,35630000000,10,28.1,51.9
2332,2016/03,8134763000,351082000,4.32,46.06,229828000,2255665000,30,65.1,75.4
2334,2016/03,950277000,19048000,2.00,-10.52,74901000,165827000,,,28
2335,2016/03,12622672000,949463000,7.52,43.22,527316000,2407998000,14,32.4,64.1
2337,2016/02,49699000000,15417000000,31.02,25.86,-44654000000,28368000000,3,11.6,26.8
2338,2016/02,9322673000,144938000,1.55,2.18,817707000,1121728000,,,14.4
2340,2016/03,14129656000,448803000,3.18,24.19,1917063000,5766334000,6,24.46,26.6
2341,2016/02,5243661000,1008889000,19.24,27.15,946672000,3687121000,9,33.2,87.8
2342,2016/03,2290287000,50413000,2.20,1.05,214367000,1053753000,,,78.2
2344,2016/03,9586358000,1814236000,18.93,91.59,1335894000,10392097000,21,22.9,49.9
2345,2016/12,395319000,-12455000,-3.15,-5.95,-94974000,151087000,2.36,-,78.3
2349,2016/03,17102693000,1544636000,9.03,84.27,559812000,6474172000,16.67,19.8,64
2351,2016/03,1535629000,35502000,2.31,3.56,122553000,1126791000,2,57,49.3
2352,2016/03,1145547000,239338000,20.89,40.52,185725000,930447000,9,22.2,81.3
2353,2016/07,18139608000,1977892000,10.90,3.72,602427000,13053066000,3.5,94.1,31.2
2354,2016/03,12275339000,-540994000,-4.41,-70.62,-332724000,1061720000,,,4.1
2359,2016/03,19195066000,754356000,3.93,37.13,1217681000,1502828000,20,53.9,52.1
2362,2016/09,23270521000,2433443000,10.46,21.76,726437000,9017292000,35,160.8,65.7
2370,2016/09,1909324000,-1681103000,-88.05,-18.01,-1088096000,3594270000,,,77
2371,2016/03,41275000000,19534956000,47.33,59.59,13301000000,28319000000,21,35.2,81.3
2372,2016/03,4114000000,-480000000,-11.67,-81.79,-271000000,864000000,-,-,60.9
2373,2016/10,22568008000,404289000,1.79,-16.62,347480000,1327321000,10,-,15.3
2374,2016/03,35952525000,1818871000,5.06,39.71,1949855000,3553556000,9.33,23.5,34.6
2375,2016/10,11447234000,267348000,2.34,8.87,268049000,1531499000,-,-,49.1
2376,2016/03,11909159000,656910000,5.52,74.03,-54081000,2490797000,10,13.5,55.4
2378,2016/03,43480482000,3186070000,7.33,102.74,3720384000,1023428000,25,24.3,25.2
2379,2016/02,26798340000,7162417000,26.73,84.44,4991101000,7219880000,26,30.8,66.4
2384,2016/12,149054000000,7514000000,5.04,128.68,12201000000,9383000000,33,25.6,26.6
2385,2016/06,3213081000,182649000,5.68,1.79,190561000,2068628000,,,85.7
2388,2016/09,9294006000,3291126000,35.41,17.29,-2877767000,16699943000,,,21.4
2389,2016/12,69815000000,1919089000,2.75,28.79,1134000000,18234000000,16,55.7,36.1
2391,2016/07,2902262000,692603000,23.86,70.74,603131000,1957094000,38,56.3,81.6
2393,2016/03,13707088000,1247160000,9.10,50,512372000,613063000,25,50,68.6
2395,2016/03,14750072000,-3863449000,-26.19,66.53,-3339930000,4925620000,,,34
2397,2016/03,284156000,-178841000,-62.94,-47.92,-216536000,498968000,,,83.2
2398,2016/03,66847000000,2997437000,4.48,15.83,3919000000,7501000000,5,31.6,32.7
2402,2016/12,21498263000,385401000,1.79,-6.29,1684112000,1342414000,,,10.6
2404,2016/08,8025547000,107020000,1.33,-56.2,-59418000,1550044000,5,-,21.1
2405,2016/06,2841192000,276502000,9.73,34.65,-178781000,324871000,10,28.9,28.6
2406,2016/12,7324537000,369413000,5.04,21.1,1071552000,1658748000,5,23.7,32.2
2408,2016/12,3932414000,403952000,10.27,37.33,415221000,5338773000,19.4,52,85.2
2410,2016/09,8569797000,1005247000,11.73,98.81,689400000,2185193000,30,30.4,62.8
2411,2016/03,16919000000,1142000000,6.75,31.21,848000000,3513000000,30,96.1,66.5
2412,2016/03,26053000000,4355000000,16.72,16.83,3941000000,8262000000,8.38,49.8,53.9
2413,2016/03,64660000000,20022000000,30.97,19.33,12136000000,21975000000,4.5,35.4,74.5
2415,2016/03,69078505000,1883793000,2.73,97.74,1532940000,15095189000,20,20.5,25.3
2417,2016/02,3890623000,143438000,3.69,21.55,236740000,1547244000,30,139.1,82.3
2418,2016/12,55365000000,3515000000,6.35,40.35,6559000000,15380000000,10,24.8,38.5
2424,2016/07,7107401000,611111000,8.60,62.36,998273000,909641000,5,-,35.5
2425,2016/03,8299611000,242528000,2.92,37.59,295020000,650410000,6.25,16.6,42.3
2427,2016/12,134283000000,5563000000,4.14,34.84,1246000000,11746000000,8.4,110.2,8.5
2428,2016/06,10529005000,2054867000,19.52,71.91,2554484000,14958039000,40,55.6,40
2429,2016/12,94334000000,7407000000,7.85,250.9,-3644000000,15764000000,75.3,30,19.4
2432,2016/03,143709000000,19816000000,13.79,78.76,26707000000,75169000000,20,25.4,74.2
2433,2016/03,1214996000000,44994000000,3.70,76.46,29698000000,143298000000,18,23.5,40.3
2435,2016/03,11731000000,335283000,2.86,0.78,508000000,758000000,-,0.24,6.3
2436,2016/12,4099967000,180267000,4.40,22.15,124885000,542679000,-,0.28,43.8
2437,2016/05,3898100000,356293000,9.14,28.69,279519000,1277375000,7,20.86,44.6
2438,2016/04,5173363000,773264000,14.95,32.65,765127000,1313143000,10,30.6,86.8
2440,2016/03,34617075000,6429548000,18.57,90.19,6897632000,12131890000,38,42.1,74.2
2445,2016/03,34350127000,2983289000,8.68,48.12,-1081090000,4242513000,10,20.8,23.5
2449,2016/08,5418964000,655065000,12.09,94.92,434612000,2530913000,33,34.8,71.6
2453,2016/09,11552976000,823974000,7.13,0.81,1666557000,7498422000,6,740.7,44.1
2454,2016/03,7751010000,75555000,0.97,-9.61,-141194000,1573848000,1.5,-,78.3
2459,2016/05,1861914000,21750000,1.17,2.75,106425000,480531000,,,68.4
2461,2016/12,37515940000,5825240000,15.53,50.89,3728530000,14544263000,18,35.4,71
2462,2016/05,31844692000,953812000,3.00,97.66,1644375000,5252933000,20,20.5,29.8
2464,2016/03,4455959000,332362000,7.46,21.52,643804000,1523071000,8,37.2,67.6
2467,2016/03,2250145000,68359000,3.04,6.84,122495000,530896000,,,47.2
2468,2016/03,3866504000,468485000,12.12,33.34,1025805000,3575531000,-,0.07,57.4
2469,2016/03,32281122000,4293331000,13.30,273.12,1549904000,2689111000,40,14.6,31.4
2471,2016/11,9236000000,507825000,5.50,5.43,725000000,1074000000,0.4,7.4,28
2475,2016/03,29755693000,2737148000,9.20,82.45,1262056000,5287207000,10,12.1,67.8
2477,2016/06,803653000,414667000,51.60,35.39,275832000,2140768000,3.5,9.9,90.9
2479,2016/03,3356589000,73044000,2.18,5.51,-5170000,700623000,1,18.1,49.5
2480,2016/03,1032434000,242670000,23.50,51.43,-179770000,1116940000,17,33.1,76.4
2481,2016/06,3241355000,324982000,10.03,47.65,120611000,807715000,12,25.2,85.8
2483,2016/03,9178312000,534656000,5.83,127.74,147338000,2039464000,26.5,20.7,67.1
2484,2016/08,4154833000,572754000,13.79,80.9,673461000,1719798000,2.5,20.28,57
2485,2016/09,10594000000,1094000000,10.33,35.31,1180000000,1442000000,6,17,55.2
2487,2016/03,10605262000,693070000,6.54,73.86,640663000,1772417000,26,35.2,67.9
2488,2016/03,4743192000,237456000,5.01,15.65,260269000,1341489000,15,95.9,61.7
2489,2016/03,39613864000,687538000,1.74,3.51,477057000,10635272000,2.35,67,61.7
2491,2016/12,17505495000,922787000,5.27,10.39,1003432000,3600263000,4,38.5,61.3
2492,2016/12,6154806000,1956951000,31.80,4.71,2394185000,4862625000,2.95,63.5,86.3
2493,2016/11,4457753000,379378000,8.51,67.07,376275000,2439298000,5,-,70.3
2495,2016/03,3563936000,451877000,12.68,11155.61,561710000,1034741000,,,73.1
2497,2016/03,11131650000,1509661000,13.56,33.38,825978000,2191691000,7,20.7,77.3
2498,2016/09,42879727000,1285242000,3.00,61.31,1131482000,3062073000,10,16.3,26.3
2499,2016/12,4841605000,323972000,6.69,19.36,412485000,1138223000,5,25.8,37.5
2501,2016/12,541847000000,20267000000,3.74,24.31,32570000000,10476000000,7.4,30.4,23.9
2502,2016/12,1706901000000,136889000000,8.02,64.92,154452000000,48459000000,18,-,39.9
2503,2016/12,1853937000000,141889000000,7.65,163.19,232263000000,66499000000,39,23.9,28.7
2531,2016/03,225364000000,11680000000,5.18,35.06,10373000000,32536000000,12,34.2,51.5
2533,2016/12,79212000000,2079000000,2.62,9.73,3224000000,1883000000,7,71.8,35.9
2540,2016/03,12703583000,1836711000,14.46,129.14,1140024000,2938343000,40,31,87.2
2551,2016/09,24238149000,748913000,3.09,137.19,1190868000,1967485000,30,21.9,20.9
2573,2016/12,56620000000,2446000000,4.32,108.62,4301000000,7191000000,30,27.6,78.4
2579,2016/12,460455000000,21143000000,4.59,48.06,34388000000,86727000000,46,95.7,69.1
2586,2016/03,2571014000,-474073000,-18.44,-676.99,-1194879000,287576000,,,18.6
2587,2016/12,1209149000000,93482000000,7.73,231.39,163083000000,84096000000,73,31.5,42.8
2588,2016/03,13056639000,35169000,0.27,0.62,1475463000,1249141000,,,29.3
2590,2016/01,149856000000,4988000000,3.33,70.83,14603000000,60898000000,30,42.3,50.8
2593,2016/04,465579000000,17243000000,3.70,97.15,30085000000,53259000000,0,-,43.9
2594,2016/03,64906000000,1054000000,1.62,33.44,-6477000000,5803000000,17,50.8,72
2597,2016/12,8757116000,279928000,3.20,17.05,1284774000,2759038000,8,46.9,62.5
2599,2016/03,15775948000,1072777000,6.80,90.18,2773765000,5103786000,27,29.9,37.4
2602,2016/03,327836000000,7129000000,2.17,151.07,6800000000,6721000000,16.67,33.1,50.3
2607,2016/03,287537000000,16840000000,5.86,107.34,16027000000,16698000000,35,32.6,53.3
2608,2016/03,19301403000,57920000,0.30,9.61,-390538000,1120671000,50,520.1,39.5
2612,2016/03,27131000000,1570000000,5.79,152.77,28000000,5069000000,20,39.2,80.1
2613,2016/03,187329000000,4634000000,2.47,89.35,9798000000,6027000000,45,50.4,51.9
2651,2016/02,583452000000,72541000000,12.43,313.82,112205000000,69793000000,245,78.1,32.9
2652,2016/09,9172268000,688703000,7.51,10.93,370348000,664994000,0.2,1.8,41.2
2653,2016/02,223317000000,-186000000,-0.08,-109,645000000,3598000000,10,-,13.5
2654,2016/03,18151621000,809901000,4.46,43.72,852977000,2178617000,10,22.9,66.2
2655,2016/02,110292000000,1212000000,1.10,57.85,805000000,788000000,,,14
2656,2016/03,1555441000,-82720000,-5.32,-6.47,-79892000,1381329000,,,85.4
2659,2016/02,163844000000,14121000000,8.62,137.23,4845000000,41731000000,21,15.3,75.7
2664,2016/03,260624000000,4656000000,1.79,85.37,11089000000,25773000000,45,52.7,49
2666,2016/03,7266757000,-15163000,-0.21,3.57,345568000,932430000,,,29.3
2667,2016/09,1482611000,27462000,1.85,2.46,122739000,903390000,,,57.1
2668,2016/02,16696315000,746102000,4.47,63.15,459098000,2549580000,30,47.5,64.9
2669,2016/03,89939891000,3067705000,3.41,183.46,3759559000,16895954000,60,32.7,76.2
2670,2016/02,238154000000,41514000000,17.43,110.38,22552000000,100501000000,40,36.2,85.1
2673,2016/03,1665607000,74377000,4.47,4.15,107382000,46447000,,,48.6
2674,2016/03,18190031000,2046959000,11.25,98.82,1838852000,2772622000,40,40.5,82.7
2675,2016/12,36007584000,757646000,2.10,34.75,1632770000,654475000,12,34.5,30
2676,2016/03,19986804000,436607000,2.18,5.39,371062000,5158965000,12,222.4,75.8
2678,2016/05,315024000000,8517000000,2.70,50.24,13831000000,28826000000,16.5,32.8,36.6
2681,2016/03,267910000000,16552000000,6.18,205.78,19807000000,39386000000,33,16,49.8
2683,2016/02,13379217000,179763000,1.34,52.42,-170495000,773936000,,,21.2
2685,2016/02,200038000000,16004000000,8.00,188.3,22054000000,19452000000,65,34.5,58.9
2686,2016/02,103933000000,5515000000,5.31,67.15,5034000000,2117000000,19,22.17,41.3
2687,2016/02,29193007000,151691000,0.52,40.22,-185658000,1973117000,10,24.9,17.2
2689,2016/06,101460896000,543452000,0.54,54.49,710079000,2092364000,30,55.1,14.8
2692,2016/03,653017000000,3983000000,0.61,233.92,4363000000,21808000000,75,32.1,35
2693,2016/12,9870040000,410262000,4.16,23.1,497306000,2507010000,7.5,32.5,68.2
2694,2016/03,27598460000,894068000,3.24,2.88,1396428000,5384624000,0.5,17.4,48.3
2695,2016/10,113626000000,6527990000,5.75,112.19,8565000000,10293000000,5,8.9,64.9
2698,2016/11,68041000000,2341474000,3.44,66.7,2417000000,3848000000,17.5,26.1,45
2700,2016/12,102797603000,1061713000,1.03,108.32,-840387000,1416485000,10,9.2,28.9
2702,2016/12,226646000000,6930000000,3.06,40.36,19761000000,21244000000,30,74.3,60.9
2703,2016/12,13469936000,109664000,0.81,6.08,66204000,2371661000,2,32.9,40.2
2705,2016/03,26012098000,600481000,2.31,42.4,2373243000,4291581000,25,59,37.7
2706,2016/02,6429700000,1010369000,15.71,88.36,916073000,3070113000,20,22.6,87.4
2708,2016/03,67193000000,439000000,0.65,125.26,1211000000,3873000000,12,9.6,26
2714,2016/03,57795664000,883547000,1.53,62.82,63650000,2864509000,16,25.5,37.2
2715,2016/03,216824000000,6868000000,3.17,123.28,7573000000,12477000000,37.5,30.4,55.2
2721,2016/12,1312980000,20772000,1.58,10.91,-14963000,64889000,-,0,14.7
2722,2016/05,13908187000,205263000,1.48,9.85,161315000,235948000,5,50.8,31.1
2726,2016/02,114410000000,5828000000,5.09,18.64,-1308000000,35174000000,8.75,46.9,46.9
2729,2016/03,141502643000,3789583000,2.68,159.41,3100914000,7251560000,40,25.1,41.3
2730,2016/03,692087000000,17050000000,2.46,60.03,37154000000,12246000000,22,36.6,39.4
2733,2016/03,676743000000,5699000000,0.84,105.21,7594000000,13399000000,27.5,26.1,25.5
2734,2016/11,148953000000,2595000000,1.74,177.61,6830000000,17002000000,16,9,26
2735,2016/08,46176057000,1205526000,2.61,53.04,728550000,5030891000,15,28.3,50.1
2736,2016/08,9297622000,216656000,2.33,8.63,554907000,824773000,6.67,77.2,19.6
2737,2016/03,189372000000,1907000000,1.01,173.05,11012000000,5280000000,50,28.9,44.8
2742,2016/02,105985000000,4148000000,3.91,146.47,1258000000,5234000000,20,13.7,37.7
2743,2016/12,17678685000,-174923000,-0.99,-25.89,-1240274000,1063586000,,,28.5
2747,2016/02,43560907000,325206000,0.75,118.95,547662000,534800000,50,42,22.7
2749,2016/03,20552867000,1732411000,8.43,12.84,1804019000,3798964000,5,38.9,29.7
2750,2016/03,39592231000,271937000,0.69,49.68,846043000,2164948000,10,20.1,35.7
2751,2016/04,27111000000,2014000000,7.43,98.55,1561000000,4145000000,7,7.1,56.3
2752,2016/12,34900000000,2410000000,6.91,27.88,3638000000,2186000000,8.75,31.4,33.8
2753,2016/03,29955000000,3181000000,10.62,105.61,3085000000,3659000000,31.67,30,79.9
2754,2016/03,6971772000,375253000,5.38,49.02,538189000,1428951000,10,20.4,53.6
2760,2016/03,117831000000,1490000000,1.26,30.84,3543000000,2637000000,20,64.8,34.5
2761,2016/05,44009980000,2078620000,4.72,199.23,2260089000,20444033000,54,27.1,79.2
2762,2016/06,13745000000,268374000,1.95,20.44,617000000,4085000000,16,78.3,73.1
2763,2016/03,37214000000,4873458000,13.10,84.08,1391000000,8045000000,24,28.5,56.6
2764,2016/03,11815722000,2360098000,19.97,41.88,1829750000,2801830000,16.67,38.91,32.1
2767,2016/03,94476000000,1411000000,1.49,1.78,13353000000,32200000000,25,1398.1,62
2768,2016/03,1658072000000,29242000000,1.76,145.99,99939000000,344414000000,40,27.4,25.3
2769,2016/05,46758000000,-271000000,-0.58,-565.58,2236000000,3990000000,14,-,26.3
2773,2016/03,12555680000,920959000,7.33,84.22,819673000,4057076000,25,29.7,56.1
2776,2016/01,533522000,-246728000,-46.25,-36.57,-185073000,261236000,,,6.2
2777,2016/12,10107053000,465996000,4.61,11.58,546930000,2012046000,30,259,48.2
2778,2016/02,27302073000,136325000,0.50,-26.01,916654000,592093000,-,-,16.8
2780,2016/03,45903946000,2789732000,6.08,154.86,2855291000,4257306000,30,19.4,73.6
2782,2016/03,130983000000,12016000000,9.17,104.84,10382000000,20693000000,15,14.3,68
2784,2016/03,2576405000000,45289000000,1.76,158.99,37836000000,158462000000,33,20.8,29.2
2788,2016/12,14808003000,489148000,3.30,31.19,8580000,2367573000,,,90.9
2789,2016/02,8050678000,329452000,4.09,16.39,608967000,634751000,10,61,49.7
2790,2016/03,229908000000,8709000000,3.79,174.69,15404000000,20529000000,38,21.8,57.8
2791,2016/05,145118000000,5682000000,3.92,240.91,7112000000,6115000000,25,10.4,54
2792,2016/05,58225507000,2821374000,4.85,-11.38,3906036000,8422698000,20,-,80.6
2795,2016/03,5288465000,446489000,8.44,43.25,212971000,2421239000,20,46.2,73.1
2796,2016/05,48511000000,813000000,1.68,42.42,-272000000,3319000000,14,33,21.1
2798,2016/02,15011387000,195112000,1.30,42.92,487445000,736474000,-,-,23.6
2801,2016/03,408372000000,32598000000,7.98,20.53,37661000000,35150000000,6.4,31.2,61.2
2802,2016/03,1149427000000,91046000000,7.92,60.62,129311000000,204487000000,14,26,47.8
2804,2016/03,16666866000,781016000,4.69,53.3,920895000,4094479000,17.5,32.8,75.6
2805,2016/03,133147000000,3820000000,2.87,62.33,3499000000,16729000000,17.5,28.1,33.1
2806,2016/03,21050000000,1327000000,6.30,135.56,1597000000,7641000000,40,29.5,85.4
2809,2016/11,552306000000,29818000000,5.40,113.47,45260000000,40790000000,34.5,30.4,55.3
2810,2016/03,241893000000,10775000000,4.45,220.48,12518000000,44156000000,30,13.6,65.5
2811,2016/12,202534000000,10946000000,5.40,68.29,18824000000,28313000000,24.5,35.9,42.1
2812,2016/03,18583381000,666326000,3.59,51.16,1381303000,6236257000,24,46.9,82.6
2813,2016/03,7083684000,158364000,2.24,8.24,173622000,985681000,16.67,202.4,61.5
2814,2016/03,5885923000,765028000,13.00,26.28,690755000,4872529000,27.27,103.8,87.7
2815,2016/03,46404682000,8836332000,19.04,186.62,8715907000,13484958000,60,32.2,83.2
2816,2016/03,18913000000,411933000,2.18,21.34,1165000000,1491000000,20,93.4,55
2818,2016/03,9728470000,522483000,5.37,56.31,259910000,851309000,21,37.3,45.6
2819,2016/03,50708000000,1754000000,3.46,98.96,1310000000,10589000000,27,27.3,61.9
2820,2016/06,9480983000,1036146000,10.93,148.05,1672972000,1143391000,12.48,13.5,41.1
2830,2016/11,24354360000,758970000,3.12,57.9,2647742000,1454187000,15,25.9,65.5
2831,2016/03,77849172000,2722933000,3.50,189.89,2053616000,1668715000,40,21.1,49.9
2871,2016/03,535351000000,21583000000,4.03,47.15,37032000000,13169000000,12,25.5,44.4
2872,2016/02,3524541000,20342000,0.58,50.35,217116000,164097000,10,19.8,54
2874,2016/09,148609000000,5169000000,3.48,56.65,6138000000,5200000000,20,35.3,42.7
2875,2016/03,383276000000,28314000000,7.39,179.8,33262000000,27510000000,60,33.4,74
2876,2016/03,16701245000,751034000,4.50,32.47,720997000,1716425000,10,30.8,43.2
2877,2016/03,53480248000,1214086000,2.27,62.99,3619219000,1913946000,15,23.8,30.9
2882,2016/03,23004689000,528191000,2.30,22.78,1657146000,1174067000,7.5,32.9,39.4
2883,2016/03,27508621000,1169491000,4.25,130.57,335614000,1862266000,55,42.1,67.4
2884,2016/02,12833939000,328036000,2.56,23.33,-68677000,1070416000,-,-,49.3
2892,2016/03,55350000000,800000000,1.45,149.6,5486000000,1545000000,35,23.4,43.2
2894,2016/03,10467884000,-253482000,-2.42,-26.96,91838000,1403284000,3,-,47.2
2897,2016/03,468084000000,26399000000,5.64,81.84,36183000000,88689000000,26.67,32.6,65.1
2899,2016/03,79340000000,2818000000,3.55,70.36,3235000000,8075000000,31,44,41.5
2901,2016/03,451000000,-83721000,-18.56,-50.17,-48000000,44000000,-,-,38.9
2902,2016/03,39492000000,2746937000,6.96,104.55,2023000000,4498000000,32,30.6,79
2903,2016/03,44413000000,1236000000,2.78,61.73,1599000000,2452000000,15,24.3,53
2904,2016/06,35043743000,798585000,2.28,13.47,1946361000,828339000,6,44.5,39.9
2905,2016/03,9018830000,339739000,3.77,78.6,554089000,620892000,-,0,25.4
2907,2016/03,39827699000,461288000,1.16,30.75,1133792000,1446914000,12,39,54.7
2908,2016/03,58718000000,4973000000,8.47,130.45,4597000000,13643000000,34,26.1,83.5
2910,2016/04,49935000000,2548000000,5.10,61.03,3578000000,11377000000,25,41,80.6
2911,2016/03,9499509000,203518000,2.14,88.93,813199000,1143539000,25,28.1,67.1
2914,2016/12,2143287000000,593329000000,27.68,235.47,376549000000,294157000000,130,55.2,51.8
2915,2016/03,66933000000,3436000000,5.13,146.72,4270000000,7412000000,28,19.1,45.6
2916,2016/03,17295640000,704038000,4.07,26.77,766681000,1638792000,10,37.4,47.3
2917,2016/09,16539953000,170469000,1.03,22.61,329909000,1309156000,15,66.3,79.3
2918,2016/02,209147000000,3088000000,1.48,81.29,5677000000,6493000000,40,49.2,53.7
2919,2016/03,7814652000,265750000,3.40,155.61,538492000,1342151000,50,32.1,78
2922,2016/03,41063275000,2217031000,5.40,99.49,1798159000,3344905000,17,17.1,56.8
2923,2016/04,36205085000,1187064000,3.28,157.42,5271976000,322039000,22.86,14.5,37.9
2924,2016/03,14478000000,642199000,4.44,52.09,297000000,1410000000,15,28.7,46.1
2925,2016/02,30152000000,931496000,3.09,69.67,1285000000,2926000000,8.5,12.2,45.1
2926,2016/09,4020668000,-57533000,-1.43,-5.78,-96639000,328838000,1,-17.3,76
2927,2016/08,14631256000,890838000,6.09,40.47,854432000,3239581000,15,37.1,45.1
2928,2016/03,53937000000,5066175000,9.39,3.13,868000000,10483000000,1.9,20.63,19
2929,2016/07,3460766000,-46350000,-1.34,0.89,-35298000,2101254000,,,77.9
2930,2016/02,2222440000,397758000,17.90,1.71,655000,931166000,0.71,41.4,86.5
2931,2016/09,11103230000,693955000,6.25,8.18,913588000,6784041000,,,86.3
2933,2016/03,56843898000,-,,6.37,,,5,-,28.2
2934,2016/05,2024784000,-,,6.37,,,,,3.2
2961,2016/09,16537669000,-,,722.98,,,140,-,38.2
2970,2016/12,2363000000,334305000,14.15,17.95,222000000,627000000,,,38.3
2974,2016/09,25270278000,-,,196.99,-,7779584000,5,-,-
2975,2016/04,43413000,-,,659.3,21960000,41705000,,,62.3
